,Sentences,Predicted Class,True Class,Probabilities
1089,"My daughter loves it, the volume is very low, ugh",neutral,positive,"[0.26478466391563416, 0.504679799079895, 0.23053553700447083]"
1090,All you do is collect and plant. My grandson tired of it after a min.,negative,negative,"[0.6513850092887878, 0.32477355003356934, 0.023841354995965958]"
1091,I like the show but it really strays from the books.,neutral,neutral,"[0.16225187480449677, 0.8093162178993225, 0.028431834653019905]"
1092,Whigger Crap! To Here a good Whigger artist buy a Kid Rock CD.<BR>This Blows!!!!,negative,negative,"[0.8530586957931519, 0.0885000079870224, 0.05844123661518097]"
1093,This new update is not working on my.kindle fire hd...New series....plz help now!!!,negative,negative,"[0.9103521108627319, 0.06638792902231216, 0.023259947076439857]"
1094,Had to finally watch this Classic. It was pretty good.,positive,positive,"[0.029434219002723694, 0.27856335043907166, 0.6920024752616882]"
1095,It would be better if we could figure out how to stop one players game and start another,neutral,neutral,"[0.18639998137950897, 0.6721956133842468, 0.1414044201374054]"
1096,If you like 80's horror movies you'll like this.,positive,neutral,"[0.05653251335024834, 0.29619738459587097, 0.647270143032074]"
1097,This one is OK but I don't seem to figure it out like I should.,neutral,neutral,"[0.0957084521651268, 0.870462954044342, 0.033828578889369965]"
1098,A simple and good go to book for making light of art and creativity,positive,neutral,"[0.016603702679276466, 0.07443565875291824, 0.9089606404304504]"
1099,"Downloaded for my grandson to play, he really enjoys it!!",positive,positive,"[0.01699039340019226, 0.055836521089076996, 0.9271731376647949]"
1100,Hormonizing is great.,positive,positive,"[0.018089549615979195, 0.12107468396425247, 0.8608357906341553]"
1101,Scarlett Johansson OD's on magic coke and turns into The Matrix.,negative,negative,"[0.498584121465683, 0.37398794293403625, 0.12742793560028076]"
1102,"This is a great app for water marking your photos and doing collages, I love it.",positive,positive,"[0.015806099399924278, 0.04144222289323807, 0.9427516460418701]"
1103,Its one of those scien fics movies i had to include in my collection.,positive,neutral,"[0.10178064554929733, 0.44683030247688293, 0.45138901472091675]"
1104,I loved this book.,positive,positive,"[0.016704775393009186, 0.053613726049661636, 0.9296814799308777]"
1105,Good read. I always like getting the male perspective in books!,positive,positive,"[0.017510108649730682, 0.1248631402850151, 0.8576266765594482]"
1106,"Hilarious, should be sold as a set with Independence Day.",positive,positive,"[0.17631247639656067, 0.32997047901153564, 0.4937170445919037]"
1107,Not a strong conclusion,negative,neutral,"[0.5493807196617126, 0.4301886558532715, 0.020430617034435272]"
1108,really did not like this game I have played many games like this one and it was hard to tap,negative,negative,"[0.8788107633590698, 0.10388199985027313, 0.017307261005043983]"
1109,This battle should not have taken place.  Good history of a seldom mentioned battle.,neutral,positive,"[0.1816602349281311, 0.6256812214851379, 0.19265857338905334]"
1110,"What a disaster ,this isn't music hell i don't what you bloody call it.",negative,negative,"[0.9058120846748352, 0.061511505395174026, 0.03267638012766838]"
1111,Great pictures! Exactly what I expected!,positive,positive,"[0.01510036364197731, 0.0355675108730793, 0.9493321180343628]"
1112,not good for the kids,negative,negative,"[0.701883852481842, 0.28068438172340393, 0.017431730404496193]"
1113,One of the DVDs is defective.  It stalls at certain points.,negative,negative,"[0.8677289485931396, 0.1158941388130188, 0.016376957297325134]"
1114,It was awesome to watch,positive,neutral,"[0.01941639930009842, 0.07488512247800827, 0.9056984186172485]"
1115,Great DVDs /blue ray,positive,positive,"[0.01796177215874195, 0.05083901807665825, 0.9311991333961487]"
1116,Didn't work right out of the box. Parts missing from the box.,negative,negative,"[0.8681499361991882, 0.11820283532142639, 0.013647180050611496]"
1117,Too weird for me.,negative,neutral,"[0.6229669451713562, 0.3568732440471649, 0.02015981264412403]"
1118,it was ok but not good for my tablet.,neutral,neutral,"[0.13609595596790314, 0.8329753279685974, 0.030928632244467735]"
1119,Incredible book. A must read for all who care about the economy. Truly a wake up call to all of us.,positive,positive,"[0.014775522984564304, 0.039721328765153885, 0.9455031752586365]"
1120,"Detail is good.  This was my first Phillippa Gregory book, so I may just not be used to her style",neutral,neutral,"[0.03956621512770653, 0.4911605715751648, 0.4692731201648712]"
1121,"This is a good app, but not many sounds. Worth trying out.",neutral,neutral,"[0.03605246543884277, 0.7403453588485718, 0.22360213100910187]"
1122,I was happy to get this movie at such a great price. It was just as described and arrived on time.,positive,positive,"[0.02259889803826809, 0.10678917169570923, 0.8706119060516357]"
1123,It's not the best but it's still fun.,neutral,positive,"[0.033731941133737564, 0.6684468984603882, 0.29782116413116455]"
1124,a Master Piece! Fast Shipping!,positive,positive,"[0.0225405041128397, 0.05486830323934555, 0.9225912094116211]"
1125,Threw it out,negative,negative,"[0.9077594876289368, 0.06507547199726105, 0.02716498076915741]"
1126,It was ok but of course predictable.,neutral,neutral,"[0.11687637865543365, 0.8568999767303467, 0.026223624125123024]"
1127,Great action. Predictable ending. Hope this is the last. Enjoyed the book on vacation.,positive,neutral,"[0.022164655849337578, 0.16406279802322388, 0.8137724995613098]"
1128,You have to read the final of the three it's very good and I was sad it was over.,neutral,positive,"[0.04585615545511246, 0.5220922827720642, 0.43205150961875916]"
1129,Great book and an excellent way to end the series.,positive,positive,"[0.014861796982586384, 0.06584414094686508, 0.9192940592765808]"
1130,"It was ok , not one of better ones.",neutral,neutral,"[0.11279754340648651, 0.8608249425888062, 0.026377489790320396]"
1131,Depressing character.,negative,negative,"[0.9001564979553223, 0.0845961794257164, 0.015247389674186707]"
1132,Challenging yet relaxing,positive,positive,"[0.04025021195411682, 0.3513863682746887, 0.6083634495735168]"
1133,It was ok. Just not her best.,neutral,neutral,"[0.1709214299917221, 0.8054549098014832, 0.023623758926987648]"
1134,Lost some magic with this one.,negative,neutral,"[0.5494650602340698, 0.4194899797439575, 0.03104499913752079]"
1135,Best concert video of all time.,positive,positive,"[0.026712559163570404, 0.055644091218709946, 0.9176433086395264]"
1136,"I did not like it that much. Eventhough I am a big fan os them, I found It a bit boring.",negative,negative,"[0.6490959525108337, 0.33438169956207275, 0.0165223591029644]"
1137,It is a fun game I love to play it. I would rate it a 4 or 5 star. I have no complaints.,positive,positive,"[0.0186266228556633, 0.11908312141895294, 0.8622902631759644]"
1138,The game has made it's way onto android only to steal even more money with micro-transactions.,negative,neutral,"[0.5718380212783813, 0.35075274109840393, 0.07740922272205353]"
1139,Pay attention!,negative,positive,"[0.5208927392959595, 0.14493972063064575, 0.33416759967803955]"
1140,The Grandkids said it is difficult to win but liked playing with it,neutral,positive,"[0.06146692484617233, 0.6611223220825195, 0.2774108052253723]"
1141,It works.  I have a kindle fire works wonderful.,positive,positive,"[0.01530288066715002, 0.0619322843849659, 0.9227648377418518]"
1142,This game is the best one yet being able to create a whole world out there in my own image!,positive,positive,"[0.017644179984927177, 0.047852933406829834, 0.934502899646759]"
1143,Thought airless slow,negative,neutral,"[0.7883304953575134, 0.1797461211681366, 0.031923335045576096]"
1144,My games freeze all the time  can't play it anymore😞,negative,neutral,"[0.7851047515869141, 0.14833398163318634, 0.0665612667798996]"
1145,Funny at times,neutral,neutral,"[0.13233882188796997, 0.7301530838012695, 0.13750813901424408]"
1146,Story was alittle different than what I expected.,neutral,neutral,"[0.20521792769432068, 0.7452148795127869, 0.049567196518182755]"
1147,I had heard great reviews of this movie and parts were funny but it really wasn't all that good .,neutral,negative,"[0.12757711112499237, 0.8434892892837524, 0.028933683410286903]"
1148,Not so good. It was boring!,negative,negative,"[0.7884344458580017, 0.1962469071149826, 0.01531862374395132]"
1149,I don't really like the way it works.,neutral,negative,"[0.32666507363319397, 0.6494048237800598, 0.023930171504616737]"
1150,fun a test to see if you know all about the emojis,positive,positive,"[0.033576641231775284, 0.2542435824871063, 0.7121798396110535]"
1151,I liked If I Stay better but it was still a good book.,neutral,neutral,"[0.03335200250148773, 0.7311584949493408, 0.2354893982410431]"
1152,I keep trying to load it but it will never load and it is on 100%. But I hope it is really cool.,neutral,negative,"[0.05833352729678154, 0.6565700769424438, 0.2850963771343231]"
1153,"I this app is meant for All the Lps lovers out there in the world , this app is made for you.",positive,positive,"[0.04712512716650963, 0.10930023342370987, 0.843574583530426]"
1154,I LOVE THIS BEAUTIFUL GREAT THANKS JE JE JE JE J JE JE J JE JE JE JE JE JE,positive,neutral,"[0.022576188668608665, 0.044063352048397064, 0.9333604574203491]"
1155,Good read but don't understand why it's been #1 for so long.,neutral,neutral,"[0.049577005207538605, 0.7728727459907532, 0.17755018174648285]"
1156,Grisham is a good writer.  I just wish he would leave his liberal bias out of his stories.,neutral,negative,"[0.0339471697807312, 0.5369769334793091, 0.4290758967399597]"
1157,Goofy...but the clown is creepy in a couple of scenes,neutral,neutral,"[0.18585310876369476, 0.7690504789352417, 0.045096367597579956]"
1158,Somewhat original version of an old formula.,neutral,negative,"[0.3562736213207245, 0.6129562854766846, 0.03077002428472042]"
1159,informative.,positive,neutral,"[0.034947469830513, 0.1882423758506775, 0.7768101096153259]"
1160,Had it blown up for 3 days straight so far. Kids love it. It seems to be doing good.,positive,positive,"[0.0327303521335125, 0.2727571725845337, 0.6945124864578247]"
1161,I think it's not that cute,neutral,neutral,"[0.4132642447948456, 0.5612819790840149, 0.02545369789004326]"
1162,Not difficult. Good to unwind before going to bed.,neutral,neutral,"[0.03718435391783714, 0.8482188582420349, 0.11459674686193466]"
1163,one has to buy too much to continue!!!!,negative,negative,"[0.890301525592804, 0.07946321368217468, 0.030235210433602333]"
1164,Great book. Wish I would have read this years ago,positive,positive,"[0.015301601029932499, 0.045721203088760376, 0.9389771819114685]"
1165,got it for my son,positive,neutral,"[0.05582645535469055, 0.36401084065437317, 0.5801626443862915]"
1166,"I was hoping for a little more drama and emotion, but, it was ok.",neutral,neutral,"[0.15897122025489807, 0.8061574101448059, 0.034871332347393036]"
1167,Pretty good but long,neutral,positive,"[0.07483839988708496, 0.8743223547935486, 0.05083928629755974]"
1168,Excellent toy recommend very happy with the purchase,positive,positive,"[0.0183727890253067, 0.07640185207128525, 0.905225396156311]"
1169,It the best game ever. But how do you update to 0.7.0<br />I can't believe how fun it is! Wow.,positive,positive,"[0.021041139960289, 0.0662032961845398, 0.91275554895401]"
1170,have trouble figuring out how game works,negative,neutral,"[0.7371894121170044, 0.24217554926872253, 0.020635029301047325]"
1171,"Fun for the first few games, but gets boring as it's way too easy.",neutral,negative,"[0.15329791605472565, 0.8244417309761047, 0.02226039208471775]"
1172,Not bibically sound or even accurate.,negative,negative,"[0.8559309840202332, 0.12960326671600342, 0.01446580234915018]"
1173,best device ever. totally recommended,positive,positive,"[0.020985910668969154, 0.055689044296741486, 0.9233251214027405]"
1174,Would give it 0000000000stars if I could it suks don't get it! You'll regret it,negative,negative,"[0.8405992984771729, 0.10059370845556259, 0.05880691483616829]"
1175,Howlin Wolf was great as usual.,neutral,neutral,"[0.037281136959791183, 0.5179158449172974, 0.44480299949645996]"
1176,insightful and intellectually stimulating,positive,positive,"[0.019432295113801956, 0.0631294846534729, 0.9174382090568542]"
1177,Visual affects were stellar. Acting was sub par.,neutral,negative,"[0.3572160601615906, 0.6136917471885681, 0.029092200100421906]"
